640 12800
208 -59 53 
329 18 -65 
-457 159 -173 
-528 299 -45 
-206 -423 -313 
-157 -495 460 
-623 161 234 
-158 -217 -467 
90 -214 -416 
-29 -301 610 
37 -237 -407 
603 147 92 
95 117 419 
-598 -135 -288 
-176 -28 -594 
5 56 556 
79 -164 540 
312 -154 484 
-189 178 -154 
-308 574 -633 
-511 -55 531 
153 -559 500 
-65 62 -472 
501 618 -216 
634 -548 572 
520 -417 351 
518 535 322 
460 218 -212 
-176 143 344 
-77 98 227 
-435 197 -438 
468 610 178 
-44 -206 -298 
572 53 -172 
245 453 30 
32 -19 -323 
-291 -236 5 
-473 487 -89 
631 -199 498 
507 -612 -230 
-168 276 397 
469 10 -75 
111 497 184 
-108 358 543 
-121 -356 -223 
527 307 319 
484 484 -372 
324 -263 -126 
-428 227 339 
-632 501 -424 
425 261 103 
409 -421 -54 
74 273 -93 
549 -384 95 
-529 565 -17 
99 259 -59 
-459 388 -284 
-262 626 111 
430 -63 -356 
90 -1 35 
10 455 -68 
144 8 -88 
375 96 -551 
38 8 455 
493 -467 406 
-21 -363 -381 
-23 -63 221 
-247 -380 -207 
-283 -407 312 
-494 -424 -115 
577 234 345 
-613 -438 -283 
-437 458 396 
-267 -547 225 
116 53 414 
275 -168 112 
499 -391 608 
177 -333 195 
322 460 430 
533 -473 254 
245 -300 -616 
-3 95 514 
-230 574 364 
-294 57 69 
-428 -551 -366 
186 -180 524 
15 -174 419 
-27 -424 514 
-247 -538 -236 
-148 -591 142 
-123 600 355 
-479 -526 138 
373 277 -438 
-288 -280 558 
-81 396 -537 
464 -368 557 
-223 -333 -119 
264 639 439 
318 241 185 
-592 583 160 
-255 400 -594 
-84 -166 469 
436 581 -68 
30 127 -433 
98 -415 -196 
371 274 -283 
116 493 -559 
98 159 -67 
485 6 631 
15 395 182 
-316 4 -592 
112 125 455 
219 -567 -614 
53 -456 -434 
48 163 95 
383 -40 502 
348 -266 382 
626 -434 -108 
-421 530 -54 
177 -560 322 
-151 361 -176 
-81 -311 -238 
79 304 -256 
-301 98 195 
402 99 -236 
-13 143 388 
590 581 345 
-283 269 -236 
-240 470 496 
-63 377 258 
-622 627 343 
-59 461 587 
-622 -203 443 
30 -1 144 
383 348 -490 
-570 -168 520 
-158 -598 -278 
593 92 80 
-216 -34 -619 
460 -338 219 
405 147 6 
-141 100 -23 
-64 276 -407 
62 -157 -251 
325 449 -437 
318 303 -249 
-633 317 -536 
-244 -230 -108 
-168 -265 -576 
-368 597 -359 
69 -548 579 
-192 584 499 
145 -473 -412 
543 -166 -384 
38 264 -311 
-244 -287 100 
-338 580 -23 
-52 565 -421 
-189 -88 -515 
-578 -158 317 
521 379 -349 
159 248 -113 
252 -131 182 
484 -267 -46 
74 258 143 
253 -84 455 
-267 -284 -176 
-267 -637 -176 
-168 -29 540 
-605 471 -412 
618 449 -168 
-488 -467 -440 
-459 -473 145 
-416 510 385 
522 477 295 
-284 160 608 
-561 -638 239 
167 483 -107 
-578 -289 190 
-126 522 447 
617 -68 156 
-555 -88 377 
-155 -571 -26 
-438 -3 -89 
352 -482 -372 
184 -363 -548 
-203 -427 -286 
258 -338 -289 
114 498 -251 
254 -235 -19 
365 -255 -283 
351 -172 602 
-93 -268 156 
-256 -294 36 
358 -211 38 
-77 102 96 
-165 -570 -45 
533 269 -370 
-560 133 78 
-300 377 -301 
-202 319 -427 
354 -536 -632 
97 60 -560 
492 554 -89 
-494 -23 395 
11 418 -44 
-624 468 -567 
242 -107 -189 
-384 -280 577 
-108 -512 -595 
521 -17 195 
12 -598 639 
514 364 -311 
-629 531 20 
506 16 38 
-529 -180 49 
-19 -537 -230 
226 393 506 
-279 -249 -106 
-559 341 627 
-173 -189 -194 
-635 358 565 
-586 -349 514 
531 274 -489 
252 80 471 
71 281 -23 
-130 9 -23 
-77 322 500 
-3 485 -176 
-217 8 -544 
-113 305 228 
-130 25 -302 
504 -291 -420 
-452 -534 -21 
447 -552 -356 
354 554 -632 
-330 -384 -168 
-61 -301 116 
481 53 -456 
53 99 -438 
374 453 583 
120 -121 461 
-93 150 -3 
335 37 572 
-428 620 334 
-488 79 -479 
-420 -605 -267 
2 74 -451 
442 16 -39 
156 -231 292 
-262 275 -448 
419 -615 -421 
138 -247 321 
-508 11 -294 
195 -211 -386 
402 -265 390 
-376 523 458 
-534 -255 178 
-422 -214 450 
-278 322 -384 
-495 259 -640 
447 530 -311 
-236 -199 201 
224 99 241 
-68 -591 -621 
-180 -77 -207 
102 541 -622 
-623 273 539 
545 -399 -366 
60 -94 541 
132 117 344 
618 -625 476 
-223 405 -217 
-136 312 -479 
-121 374 160 
32 439 227 
-366 259 -113 
-412 -183 587 
9 -594 -625 
342 -300 218 
321 393 352 
-251 588 253 
460 -50 590 
-68 120 510 
-265 239 403 
492 -445 324 
297 630 184 
48 -141 392 
355 111 603 
-61 8 -28 
-595 -567 -165 
377 -559 -598 
-537 208 -598 
442 -548 -512 
602 297 -316 
-298 -394 321 
-315 -544 362 
-337 -357 -235 
-174 -54 600 
296 -605 103 
549 -491 -203 
-1 -247 557 
62 281 160 
-179 -285 339 
577 295 -47 
-146 396 -315 
580 -528 233 
48 312 -503 
221 -338 48 
492 -473 522 
139 -33 450 
588 184 436 
360 -64 556 
593 167 -427 
8 521 -128 
-250 -199 364 
377 -488 30 
-193 215 530 
37 -194 87 
-589 -176 341 
-313 -23 -314 
-64 -586 405 
274 597 36 
-23 602 -50 
541 -431 -268 
-605 344 461 
-179 -356 325 
630 353 -562 
32 364 318 
425 -247 -488 
430 -168 -126 
-538 -431 -340 
-230 -619 -569 
-235 351 35 
608 -235 -332 
-421 596 -386 
317 161 -196 
95 -448 443 
10 -576 -118 
542 -285 74 
-301 200 -34 
-567 -54 112 
10 -567 134 
296 -17 4 
122 502 541 
25 611 631 
-251 -640 449 
-244 -605 -562 
-271 160 -503 
233 522 243 
-271 396 -205 
60 -67 -636 
-293 297 329 
-599 -338 520 
-314 -256 573 
398 -482 -166 
41 269 -271 
443 -505 274 
496 156 -512 
-75 -313 342 
49 -336 185 
-83 -561 170 
16 18 -512 
-534 365 577 
577 160 101 
-203 -75 42 
-272 -607 -207 
-47 518 -222 
178 48 -619 
-635 -174 409 
138 4 213 
348 8 232 
-457 317 471 
296 535 375 
248 -179 480 
153 297 -126 
335 213 -82 
-126 597 246 
-141 -604 -278 
-67 269 -165 
-291 261 -394 
-115 132 233 
184 -158 259 
377 153 110 
-607 -532 -478 
-357 36 -503 
364 -320 -465 
-21 443 -171 
-536 232 310 
-423 -384 243 
-616 -529 318 
16 111 -40 
493 -363 -636 
258 383 -118 
-451 -591 -289 
-420 -629 425 
53 -333 185 
5 -415 -302 
-416 312 -614 
374 535 -356 
-128 -562 446 
-415 -294 574 
245 11 -394 
292 -512 -473 
-598 254 461 
226 -363 -104 
453 321 -619 
-289 444 -616 
606 307 -128 
364 14 110 
565 -598 522 
110 53 432 
-428 5 -330 
-174 149 210 
319 485 -412 
-174 145 426 
351 -59 -473 
480 343 350 
580 502 -73 
-526 -171 -625 
535 -244 -216 
-465 -47 116 
-440 352 -300 
590 -262 -290 
449 493 100 
373 -271 112 
71 197 499 
543 2 -302 
-621 144 -381 
-291 -316 -508 
210 -421 -407 
-126 -61 114 
317 493 510 
-217 631 4 
388 498 53 
224 563 -320 
275 147 -39 
543 103 -465 
-552 -624 470 
498 -223 62 
626 -421 326 
76 -571 360 
-422 588 243 
215 -284 513 
110 414 406 
-561 -561 30 
426 -283 405 
51 -173 468 
149 501 -3 
6 -381 -435 
-255 -244 -570 
-555 -528 -331 
507 -614 -290 
228 213 -250 
-247 -287 -237 
510 606 -237 
95 521 -381 
100 62 458 
138 248 -236 
388 4 -207 
-429 -162 -495 
582 587 -598 
264 -407 375 
425 588 161 
590 12 -592 
-128 -421 -291 
639 -561 102 
-244 252 -445 
-467 -536 -625 
-22 -166 258 
588 -64 -52 
-217 379 492 
-181 -456 -196 
-553 -181 110 
-466 -424 -332 
446 48 -256 
175 -121 -370 
-140 -511 493 
-229 318 -172 
134 418 463 
630 -589 397 
-251 25 362 
-534 295 -86 
-240 480 -363 
-67 -340 -83 
2 -632 -287 
-46 -547 153 
-589 -40 -300 
41 584 -135 
-336 -108 628 
618 -46 -411 
-589 -529 -635 
5 -183 400 
-482 -564 -330 
341 -547 241 
210 566 -166 
345 -55 -135 
373 -89 -106 
497 618 -313 
-196 -486 -130 
-93 425 385 
5 133 -340 
20 -551 480 
-323 -265 -176 
57 -475 326 
144 378 343 
-578 248 439 
582 36 95 
579 342 295 
38 -548 -586 
365 -316 -107 
410 -640 80 
-347 -123 485 
-505 14 -387 
-488 396 -157 
500 53 -173 
110 197 518 
170 405 -624 
446 -552 -202 
-415 -598 178 
-384 32 -105 
322 69 365 
-283 -283 -387 
-272 -280 170 
97 345 275 
510 -94 -407 
-467 225 600 
393 125 -568 
628 449 -301 
432 -70 425 
-209 -108 398 
-268 -285 317 
-192 -54 545 
617 122 133 
-3 -349 -479 
-298 358 80 
379 -271 -384 
-417 354 -482 
406 577 -121 
492 590 -553 
432 354 -567 
274 78 413 
-338 -180 274 
419 600 580 
213 500 198 
32 -298 -192 
38 468 -421 
-229 -370 281 
134 143 276 
-433 362 -490 
-106 439 321 
41 -206 -625 
-380 -181 274 
-151 -271 -268 
-357 -424 -158 
15 -399 -338 
-619 -562 274 
-568 317 -152 
4 -293 -621 
523 514 471 
476 -635 -605 
-94 -440 573 
519 -440 541 
-194 -411 471 
-368 -270 461 
233 493 -272 
-632 542 -162 
-472 493 361 
227 -407 167 
-222 -544 -578 
-509 541 418 
351 -448 584 
-180 -381 -433 
-546 241 -291 
-119 167 -467 
584 -553 396 
-73 -45 506 
-550 -26 -113 
-331 87 513 
-136 -595 53 
-174 -265 -578 
92 -340 -255 
-567 483 601 
-164 124 -534 
125 470 99 
401 -604 480 
-537 38 348 
-230 -433 -595 
413 -525 626 
307 -105 480 
-407 -55 -50 
375 -569 134 
-567 -331 -550 
517 348 -231 
-332 -526 542 
-515 8 348 
-251 -216 -289 
-140 276 468 
90 -434 565 
-532 175 -538 
506 184 -420 
507 201 446 
-43 -330 374 
163 219 -465 
-206 310 -217 
-26 580 -83 
90 -568 -559 
587 573 -495 
-621 328 -632 
-45 53 100 
-333 -576 -244 
-17 -88 474 
-528 186 -547 
-346 72 -66 
358 -66 -370 
328 -578 442 
117 -595 385 
-284 498 -547 
329 446 -45 
79 355 -21 
226 -614 579 
160 197 -336 
-434 -164 -437 
-237 328 49 
501 195 442 
344 92 379 
-311 497 49 
-337 -31 -605 
-435 292 -552 
312 232 225 
630 35 -75 
374 405 -113 
577 318 419 
-571 258 -466 
600 -478 -265 
371 484 392 
-172 -386 639 
426 12 397 
129 305 -240 
-594 -550 -154 
-359 -174 513 
-640 496 -619 
109 -55 -551 
-475 590 145 
-451 -229 413 
-537 127 -607 
-433 259 -313 
4 -467 -179 
-555 147 16 
-270 461 269 
-544 160 -532 
620 258 292 
-31 110 79 
218 -612 -359 
327 317 593 
-478 -279 -169 
601 -21 -64 
112 -333 402 
-146 319 -168 
345 -67 410 
-279 -380 352 
618 228 -28 
-475 -451 -196 
-270 339 -619 
521 443 350 
-135 565 -564 
10 460 -416 
111 -141 377 
296 484 -314 
-359 -158 116 
-302 -29 -294 
498 -624 -585 
-465 639 493 
-298 25 485 
393 -171 -551 
-609 540 259 
-347 303 -249 
-599 60 161 
-508 -412 590 
-311 78 396 
587 -250 175 
219 -454 -331 
518 -384 -415 
62 -311 -553 
426 556 248 
-176 -268 213 
617 -194 327 
-472 -55 -456 
101 -637 484 
228 -130 -609 
573 406 -437 
-256 -268 -632 
-316 -337 -417 
42 -151 -169 
259 99 -346 
232 132 -349 
446 -55 -89 
-251 -192 -206 
-637 -427 -192 
-27 -13 418 
-64 -196 143 
-367 480 281 
460 492 -546 
549 -135 167 
109 351 581 
297 444 -452 
-105 -65 -209 
-315 321 -262 
-238 -636 195 
-268 201 25 
201 -94 -440 
160 319 -70 
163 15 -589 
71 339 175 
-279 -491 -488 
626 -320 102 
111 392 -29 
-135 385 603 
602 145 -585 
258 -607 520 
167 350 248 
160 -546 53 
527 -154 -440 
-180 -434 -255 
-255 392 -54 
-482 397 580 
225 602 360 
-268 -547 -187 
-340 -417 5 
276 -148 -54 
-187 -115 -268 
517 601 -203 
-104 210 -482 
385 -337 -236 
-367 -1 -320 
72 184 -332 
-165 -250 -214 
139 -284 324 
436 306 573 
248 510 -266 
617 9 577 
-140 -466 631 
522 275 -26 
-230 -64 186 
-84 100 539 
150 112 383 
611 221 402 
35 37 -251 
583 97 -255 
37 -290 -422 
-488 100 -441 
163 541 -525 
218 506 122 
388 -28 497 
443 30 -240 
-555 -205 160 
500 620 444 
-435 -47 -26 
-216 398 -279 
-551 554 -415 
453 -372 11 
112 -155 510 
-391 -22 276 
-638 -28 -214 
-424 305 -40 
-152 -435 -22 
610 200 373 
597 2 542 
-529 -619 342 
-108 -183 513 
9 -445 213 
-240 95 397 
-207 382 -503 
-169 282 -429 
125 234 -207 
581 -231 319 
393 232 493 
-607 -84 2 
634 409 127 
95 -571 -490 
-194 504 -636 
-366 224 186 
-381 -508 -237 
-332 -291 -157 
556 153 -202 
95 25 390 
487 497 -356 
-188 276 -300 
30 -438 608 
-604 197 -136 
382 443 5 
352 -115 -552 
-544 98 343 
116 -267 -340 
446 493 -548 
92 143 -569 
99 -290 426 
449 418 -314 
352 125 -599 
-633 -547 -115 
-338 -173 177 
556 -337 273 
-151 458 -29 
523 53 390 
-552 378 -278 
-465 57 -599 
243 -287 461 
273 -3 243 
96 496 522 
310 -251 410 
-526 -589 -622 
-174 469 -632 
377 -59 117 
507 242 -592 
-337 345 558 
24 397 -247 
49 -421 -516 
-152 402 627 
-609 269 -251 
382 -538 -560 
606 -359 129 
149 325 53 
41 -31 109 
-544 432 -193 
-237 42 -551 
-121 112 -212 
-45 226 304 
76 -314 373 
-604 -315 95 
-370 410 186 
257 383 147 
-46 -380 -534 
-457 -309 -55 
577 392 439 
-43 557 213 
418 521 56 
-560 24 361 
-107 -302 447 
348 565 252 
277 572 377 
129 254 -459 
228 517 -235 
177 -21 79 
310 572 295 
580 -191 -551 
-202 7 -174 
306 76 -560 
48 -47 -544 
634 -180 159 
2 245 -294 
426 -13 16 
-148 -616 -137 
-19 -155 -640 
565 474 -40 
-288 -141 213 
-189 224 597 
-337 195 220 
-238 232 -562 
-52 20 -249 
-555 -623 -595 
-192 364 617 
62 254 -417 
281 325 208 
606 7 -171 
321 -196 413 
-230 476 242 
116 260 -293 
-113 -43 557 
-108 53 72 
-211 593 -372 
-231 378 57 
-162 -547 -440 
-551 327 245 
215 -180 469 
574 502 523 
487 -77 -196 
496 127 -619 
-283 297 239 
483 -291 -285 
469 186 259 
-199 261 574 
163 345 -445 
430 -187 -459 
225 -381 310 
101 -75 375 
596 -589 35 
-152 177 -199 
-359 -633 264 
-68 -559 581 
312 449 606 
246 -249 447 
455 282 -207 
-66 -176 6 
185 252 18 
163 352 -75 
-270 -570 -229 
-320 163 -546 
374 -536 142 
10 -279 -428 
161 74 -316 
-187 -21 -537 
-314 566 -294 
485 -538 -301 
382 -548 510 
-420 -411 -270 
414 458 -126 
4 588 600 
518 477 388 
-619 -465 462 
295 -570 -237 
232 -128 -337 
-59 -191 -191 
-63 163 350 
597 49 -622 
419 74 138 
-288 -547 401 
-293 -595 -613 
-454 182 -82 
-209 602 -457 
-77 312 -63 
143 -131 -454 
398 5 -50 
-536 276 -309 
365 343 507 
122 -207 -155 
533 7 -205 
-189 -333 -472 
163 339 32 
389 -559 -58 
246 -544 408 
5 8 500 
504 487 -536 
-505 -622 517 
453 102 71 
-330 -19 593 
554 541 -515 
127 8 227 
259 37 -359 
374 374 -249 
369 -140 -508 
587 -586 -629 
-131 20 388 
-621 539 124 
378 610 225 
324 -238 -569 
-466 153 -591 
-576 -560 325 
-88 -528 572 
620 542 -564 
481 462 -619 
246 305 355 
365 -43 -61 
80 496 292 
-65 462 -316 
388 49 395 
518 -155 -571 
-265 -106 -391 
220 -420 325 
-288 -333 167 
-263 112 79 
-107 69 348 
-93 -605 147 
98 455 542 
329 7 533 
153 159 -183 
487 -89 -356 
398 496 -407 
-39 -380 -333 
-440 -415 484 
200 -452 -399 
533 -40 -1 
-196 35 373 
-421 389 292 
541 232 531 
213 521 -333 
7 -417 -121 
-512 -615 483 
496 -113 -217 
-237 -68 74 
-89 -209 -489 
102 557 -104 
447 -164 79 
-441 282 147 
345 -211 -423 
38 -416 -255 
-415 -456 -599 
292 -381 464 
554 502 -183 
343 471 -302 
252 -140 227 
627 334 -81 
319 324 -300 
-547 -366 -214 
-22 517 -288 
620 474 -433 
-445 -479 163 
581 -550 149 
-407 -633 -238 
-267 446 -267 
-387 -591 626 
-567 -171 170 
-289 -636 25 
-412 -1 342 
439 558 -548 
103 -55 -599 
-94 232 -448 
-592 245 361 
161 -505 -633 
-635 618 -621 
92 -119 -640 
-624 -115 477 
-495 -23 -279 
-333 -551 -482 
461 228 -172 
220 628 76 
397 -162 -113 
120 -137 -105 
132 224 -612 
36 -428 -417 
-86 175 606 
610 260 74 
-570 -55 375 
-285 -490 142 
-75 -323 -525 
362 -13 145 
248 -423 -576 
10 -230 252 
-505 -586 500 
-173 324 -486 
-46 -207 -586 
-146 74 545 
432 -529 -164 
-119 25 524 
6 -47 355 
242 -293 610 
419 -151 -294 
-330 42 190 
447 -564 -495 
184 -622 -280 
458 -19 134 
-622 527 -13 
484 350 177 
38 -435 -28 
-67 392 -616 
-609 -440 -180 
-171 458 -594 
-512 153 369 
531 449 -489 
18 -429 -503 
277 -158 -155 
109 -635 -571 
572 -333 -422 
-290 -551 497 
252 639 -503 
-380 334 -23 
120 -88 603 
-336 184 232 
-473 -399 224 
274 -478 -284 
575 218 531 
579 56 -363 
-528 -58 406 
-356 -546 10 
-288 350 20 
-612 -165 -529 
306 -247 79 
147 -534 499 
-427 -465 -467 
-561 563 -294 
565 53 -508 
-569 -407 -23 
566 355 -302 
-607 248 -1 
-529 -445 41 
-538 402 -75 
5 360 -180 
-551 -632 324 
583 -180 226 
514 443 -619 
-222 -166 -612 
239 -567 218 
198 -151 -271 
575 339 -594 
-552 -615 -280 
371 579 590 
35 334 -222 
587 41 295 
-366 -368 312 
-21 -63 101 
101 593 -570 
245 -230 413 
-1 443 464 
-105 -605 215 
-635 90 -240 
30 20 76 
543 588 389 
-475 -437 540 
-280 580 -624 
358 -560 -27 
-284 -613 6 
-555 -370 225 
-387 -314 233 
492 -250 -104 
-267 282 -340 
513 -247 393 
197 -564 -140 
201 -126 -194 
-433 383 -629 
-75 20 -434 
20 -17 -473 
177 522 587 
-494 -311 -40 
163 -532 593 
533 -34 -141 
-454 -387 -604 
-106 377 583 
573 -121 -191 
-370 -427 443 
601 -407 -188 
-311 -594 -83 
329 4 -366 
400 57 -552 
177 253 56 
-267 -199 481 
-104 -614 245 
-266 408 -29 
474 558 -152 
-130 101 453 
-285 97 369 
-107 -55 -94 
426 -45 -61 
-105 -346 5 
-467 -128 -235 
487 -503 72 
-336 639 -615 
383 306 -287 
87 -622 201 
69 -619 30 
639 -422 -457 
-438 25 -622 
-13 -629 371 
139 310 471 
-417 -55 -333 
-29 -217 -503 
-286 492 -625 
220 -314 -302 
522 554 402 
-494 -202 446 
-437 201 374 
-39 -635 593 
2 -300 127 
383 307 11 
-576 -589 -428 
-118 392 232 
-616 -84 533 
110 -472 -63 
556 -609 557 
292 401 -278 
144 -29 133 
375 -332 -372 
-278 -546 243 
-3 103 32 
242 557 -428 
-411 -237 221 
-591 -52 -394 
355 -256 385 
-607 159 -255 
520 -599 -553 
160 358 -174 
463 -235 2 
-256 566 226 
143 -104 129 
600 98 322 
132 -43 557 
430 626 195 
312 35 556 
296 327 112 
-64 9 295 
-59 56 510 
558 358 -104 
535 -118 -46 
-391 -633 138 
273 506 518 
-423 -301 610 
-372 -263 276 
-407 -131 92 
443 233 -83 
442 541 127 
72 233 522 
342 -619 322 
-615 -154 519 
-459 -240 -27 
178 389 470 
117 -633 426 
-66 -301 584 
-314 -509 -172 
-39 -428 -105 
-366 463 -512 
-428 -311 573 
353 -467 -169 
-263 496 -411 
-121 -368 590 
-473 483 -217 
150 519 602 
-287 579 401 
-247 639 414 
49 355 620 
-183 -495 -196 
111 201 -421 
41 392 175 
38 -174 -640 
392 37 -607 
-632 -623 -595 
225 -629 -202 
-386 397 224 
521 239 -562 
-217 450 -416 
-591 596 12 
281 -567 -538 
-65 579 -84 
446 541 541 
361 -236 -537 
260 590 161 
-490 220 200 
-301 450 582 
277 92 -104 
-212 608 117 
-146 -472 163 
-417 127 492 
-490 587 449 
-585 -104 377 
310 -605 -613 
134 -552 35 
541 470 -174 
79 -286 -424 
71 -592 -595 
-137 -349 -412 
-538 -551 -206 
97 213 -13 
361 -534 -82 
-180 -26 -94 
583 463 -621 
-268 -441 -547 
425 134 -85 
6 -13 344 
540 25 48 
425 -272 -598 
-44 246 -511 
-338 -589 186 
297 -508 167 
468 -578 -44 
-516 -131 -612 
-202 -67 487 
-61 -625 261 
-491 -64 -511 
110 -546 373 
462 -270 -338 
-451 590 163 
149 354 -59 
408 317 -550 
306 377 -230 
385 593 -107 
492 462 497 
-604 -372 476 
-216 -567 470 
425 597 32 
383 -169 575 
-555 396 583 
-624 527 540 
90 -50 396 
-340 -399 310 
103 470 -202 
-423 527 305 
517 258 32 
-316 276 360 
-70 -376 -589 
219 497 -598 
474 322 -68 
498 -472 499 
-550 -126 565 
-489 408 -569 
-548 418 -46 
-592 175 210 
97 -420 144 
444 -180 -251 
319 519 -570 
474 -216 -270 
-635 442 606 
79 -180 392 
204 281 79 
-121 -560 -515 
388 618 501 
507 493 9 
518 -85 -238 
-625 -320 -459 
114 455 147 
-534 514 539 
35 297 -157 
184 -452 -438 
150 517 -216 
-284 351 56 
596 127 292 
549 -486 -457 
498 -311 500 
200 -108 579 
143 -404 627 
-294 274 80 
-456 7 142 
254 -270 501 
-288 -482 51 
603 471 -633 
161 -338 362 
-613 -67 -569 
513 112 304 
178 485 -187 
449 326 -86 
110 566 535 
-121 -512 304 
224 259 -434 
-68 97 96 
-85 -623 334 
-165 296 -272 
175 492 -448 
535 401 -270 
606 360 -33 
545 170 -154 
634 -332 378 
-491 606 9 
160 -203 -451 
402 504 -313 
-31 497 344 
405 -89 541 
-490 -235 -73 
485 -240 -561 
487 -262 127 
-416 -244 -308 
6 -538 575 
-421 344 322 
-298 25 -294 
-211 160 -43 
8 -591 -173 
-46 156 48 
-349 471 392 
260 513 -636 
-152 197 80 
-70 -315 221 
-451 -174 -417 
-157 596 -298 
177 -429 -272 
-212 524 -415 
460 143 325 
-621 149 -495 
519 259 469 
-135 -121 -331 
12 401 -509 
322 -54 500 
